fullname,shortname,number,category,vid_uchrezhdeniya,organiz_pravov_forma,podchinenie,address,telephone,email,location
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 525, ГБОУ детский сад № 525,525, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 127083, г. Москва, Мирской переулок, дом 9",(495) 612-71-91, 525ds@mail.ru,POINT(37.5648545 55.7965695)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2168, ГБОУ детский сад № 2168,2 168, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Западное окружное управление образования," 117593, город Москва, Новоясеневский проспект, дом 21, корпус 2",4251908, Gou2168@mosuzedu.ru,POINT(37.55175699999999 55.6040602)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 669, ГБОУ детский сад № 669,669, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 119121 г.Москва, 7-ой Ростовский пер.,д.16",(499) 248-17-75, zinaidagluxix2009@rambler.ru,POINT(37.5748588 55.741437)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 585, ГБОУ детский сад № 585,585, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 123022, г. Москва, ул. 1905 года, д. 4, стр. 1",(499) 253-35-41, 585ds@mail.ru,POINT(37.561468 55.7652745)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2712, ГБОУ детский сад № 2712,2 712, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Восточное окружное управление образования," 111674, Москва, 2-я Вольская улица, дом 4",(499) 211-20-07, detsad2712@gmail.com,POINT(37.918734 55.6854182)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1944, ГБОУ детский сад № 1944,1 944, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Юго-Западное окружное управление образования," 119331, г. Москва, ул. Марии Ульяновой, дом 25Б",+7 (499) 138-5979, gou1944@mosuzedu.ru,POINT(37.5202444 55.6815627)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1550, ГБОУ детский сад № 1550,1 550, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109548, г. Москва, ул. Полбина, дом 28",(495) 354-66-61, ds1550@list.ru,POINT(37.7285025 55.6859275)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1882, ГБОУ детский сад № 1882,1 882, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 125502, г. Москва, улица Петрозаводская, д. 7А",(495) 455-42-24, dou1882@rambler.ru,POINT(37.4965529 55.86438339999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2653, ГБОУ детский сад № 2653,2 653, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119634, г. Москва, ул. Лукинская, д. 14, корп. 2",(499) 739-09-26, dou2652@mail.ru,POINT(37.3396812 55.6473996)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1799, ГБОУ детский сад № 1799,1 799, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109144, г. Москва, ул.Батайский проезд д. 39",(499) 356-73-92, ds1799@yandex.ru,POINT(37.7330779 55.6444197)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1680, ГБОУ детский сад № 1680,1 680, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115597 г. Москва, Гурьевский пр-д, д.21, к.2",(495) 397-90-64, dou1680@sinergi.ru,POINT(37.750695 55.6079727)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1647, ГБОУ ЦРР - детский сад № 1647,1 647, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117647, г.Москва, ул. Академика Капицы, дом 10",420-37-11, dou1647@ou.mosuzedu.ru,POINT(37.52277369999999 55.6301249)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 425, ГБОУ детский сад № 425,425, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 127254 г. Москва, улица Гончарова, д. 13-А",(495) 618-15-49, AYAKS425@yandex.ru; dou.425@yandex.ru,POINT(37.5864316 55.8154354)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 703, ГБОУ ЦРР - детский сад № 703,703, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Северное окружное управление образования," 127411, г. Москва, улица Софьи Ковалевской, д. 6 А",(495) 484-90-74, sad703@ya.ru,POINT(37.5348425 55.8818377)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2248, ГБОУ детский сад № 2248,2 248, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115407 г. Москва, Затонная ул. д.7,к.2",(499) 616-52-66, dou2248@sinergi.ru,POINT(37.6862982 55.68054230000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1889, ГБОУ детский сад № 1889,1 889, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Западное окружное управление образования," 123154, г. Москва, бульвар Генерала Карбышева, д. 24, корп. 2",(499) 197-57-11,  dou1889@szouo.ru,POINT(37.47467839999999 55.7823237)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1130, ГБОУ детский сад № 1130,1 130, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109429, г. Москва, Капотня, 4 квартал, дом 5",(495) 355-74-74, GOU-1130@yandex.ru.,POINT(37.7943972 55.6342356)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2464, ГБОУ детский сад № 2464,2 464, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117198, город Москва, ул. Саморы Машела, дом 6, корпус 1",735-11-00, ds2464@mosuzedu.ru,POINT(37.4973351 55.6467885)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 401, ГБОУ детский сад № 401,401, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 119296, г.Москва, Ломоносовский проспект, дом 14",8-495-930-23-82, dou1123@mosuzedu.ru,POINT(37.5410406 55.6898694)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 748, ГБОУ детский сад № 748,748, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Южное окружное управление образования," 117535 г. Москва, 3-й Дорожный проездд, 6Б",(495) 382-88-68, dou748@sinergi.ru,POINT(37.6129539 55.60049840000001)
" Государственное бюджетное образовательное учреждение города Москвы детский сад № 2713 ""Винни-Пух"""," ГБОУ детский сад № 2713 ""Винни-Пух""",2 713, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Западное окружное управление образования," 123298, г. Москва, Тепличный переулок, д. 5, к.1",(499) 728-01-30,  dou2713@szouo.ru,POINT(37.4948399 55.79030179999999)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1780, ГБОУ ЦРР - детский сад № 1780,1 780, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Южное окружное управление образования," 117639 г. Москва, Балаклавский пр-т, 3-б",(495) 310-37-27, dou1780@sinergi.ru,POINT(37.6126145 55.6392067)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1394, ГБОУ детский сад № 1394,1 394, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 121108, г.Москва, ул.Кастанаевская, д. 64",(499) 144-46-68, dou1394@inbox.ru,POINT(37.4581404 55.7323652)
" Государственное бюджетное образовательное учреждение города Москвы детский сад № 586 ""Обыкновенное чудо"""," ГБОУ детский сад № 586 ""Обыкновенное чудо""",586, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северо-Западное окружное управление образования," 123585, г. Москва, ул. Генерала Глаголева, д. 28, к.2",(495) 947-06-80, dou586@szouo.ru,POINT(37.4682419 55.787675)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1119, ГБОУ детский сад № 1119,1 119, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, detskijsad1119@yandex.ru,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2539, ГБОУ детский сад № 2539,2 539, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107564,г.Москва, 3-я Богатырская ул., д.5",(499) 748-35-02, DS2539@yandex.ru,POINT(37.6950843 55.817837)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 333, ГБОУ детский сад № 333,333, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119590, г.Москва, ул. Довженко, д. 8",(499) 147-91-03, dou333@bk.ru,POINT(37.5124051 55.72138349999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2209, ГБОУ детский сад № 2209,2 209, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Юго-Восточное окружное управление образования," 109369, г. Москва, ул. Люблинская, д.114",(495) 349-12-61, detsad2209@mail.ru,POINT(37.7397483 55.6492252)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1257, ГБОУ детский сад № 1257,1 257, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Центральное окружное управление образования," 123022 Москва, Звенигородское шоссе, д.3А, стр.1",(499) 253-12-45, 1257ds@mail.ru,POINT(37.5565437 55.7635592)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1374, ГБОУ детский сад № 1374,1 374, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 105094 г. Москва, Гольяновская улица дом 1А",(495) 360-16-68, detsad1374@yandex.ru,POINT(37.705926 55.77741)
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1203 ""Росинка""", ГБОУ ЦРР – детский сад № 1203 «Росинка»,1 203, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Троицкое и новомосковское окружное управление образования," 105318, Москва Город, Семеновская Площадь, 4",#Н/Д, detsad27rosinka@nextmail.ru,POINT(37.7210321 55.7813321)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2619, ГБОУ детский сад № 2619,2 619, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 119121 г.Москва, Ружейный пер., д.3",(916) 122-45-80, dou2619@mail.ru,POINT(37.5822065 55.7430795)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1761, ГБОУ детский сад № 1761,1 761, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111531, г. Москва, шоссе Энтузиастов, д. 96 Б, стр. 1",(495) 307-40-88, detsad1761@mail.ru,POINT(37.8295744 55.7713694)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 771, ГБОУ детский сад № 771,771, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," ""123308, г. Москва, Хорошевское шоссе, дом 43 ""Б""",(499) 195-10-83, dss771@yandex.ru и detsad1779@yandex.ru,POINT(37.5096912 55.7768771)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1806, ГБОУ детский сад № 1806,1 806, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северное окружное управление образования," 125499, г. Москва, Кронштадтский бульвар, дом 43б",(495) 454-24-11, d-s1806@yandex.ru,POINT(37.5069803 55.85197489999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 249, ГБОУ детский сад № 249,249, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Северное окружное управление образования," 123308, г. Москва, улица Зорге, дом 8",(499) 943-11-21, detskiysad249@rambler.ru,POINT(37.5127202 55.7811382)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1592, ГБОУ детский сад № 1592,1 592, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Северо-Восточное окружное управление образования," 127572, г.Москва, ул. Угличская, дом 14",(499) 908-89-55, detsad1592@post.ru; detsad1592svao@yandex.ru,POINT(37.568955 55.901965)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1602, ГБОУ детский сад № 1602,1 602, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111555, Москва, улица Молостовых, д.9 Б",(495) 307-61-38, detsad1602@yandex.ru,POINT(37.835695 55.75843570000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 724, ГБОУ детский сад № 724,724, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 111401, г. Москва, ул. Металлургов, д. 16",(495) 304-03-00, gou724@newmail.ru,POINT(37.7858162 55.7567935)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1298, ГБОУ детский сад № 1298,1 298, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Западное окружное управление образования," 121552 г.Москва, ул. Рублевское шоссе, д. 115",(499) 140-35-73, gou1298@mail.ru,POINT(37.4141206 55.74665479999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2210, ГБОУ детский сад № 2210,2 210, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109044, Москва, Сосинская ул., д.4",(495) 676-03-34, detsad2210@mail.ru,POINT(37.6714118 55.7301049)
 Государственное бюджетное образовательное учреждение города Москвы детский сад с этнокультурным (русским) компонентом образования № 633, ГБОУ детский сад № 633,633, Дошкольное образовательное учреждение, Детский сад с этнокультурным (национальным) компонентом образования, Бюджетное, Северное окружное управление образования," 127486, г. Москва, улица Ивана Сусанина, дом 4А",(499) 488-34-92, dou633@mail.ru,POINT(37.5294433 55.8663458)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 763, ГБОУ детский сад № 763,763, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Юго-Восточное окружное управление образования," 111024, Москва, улица Авиамоторная, д.45",(495) 362-23-17, ds763@mail.ru,POINT(37.7188649 55.7507512)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 531, ГБОУ детский сад № 531,531, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119297 г.Москва, ул. Родниковая, д. 10, корп. 1",(495) 435-08-80, GOU531@yandex.ru,POINT(37.3787431 55.6375053)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1697, ГБОУ детский сад № 1697,1 697, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111672, г. Москва, ул. Салтыковская, д. 21 А",(495) 702-03-87, detsad1697@rambler.ru,POINT(37.86989519999999 55.7395805)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2079, ГБОУ детский сад № 2079,2 079, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125130, г. Москва, ул. Нарвская, д. 8",(495) 450-45-33, detsad2079@yandex.ru,POINT(37.5066269 55.834979)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2615, ГБОУ детский сад № 2615,2 615, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111674, Москва, ул. Лухмановская, д.18А",(499) 797-47-40, eduska@mail.ru,POINT(37.9049355 55.72012609999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 550, ГБОУ детский сад № 550,550, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109391, г. Москва, Орехово-Зуевский проезд, дом 24",(499) 784-43-40, ds550@mail.ru,POINT(37.7584882 55.7319842)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 428, ГБОУ детский сад № 428,428, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115580 г. Москва ул. Шипиловская,58,к.2",(495) 396-83-65, dou1174@sinergi.ru,POINT(37.7454819 55.6212296)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1796, ГБОУ детский сад № 1796,1 796, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117623, г.Москва, улица 1-ая Мелитопольская, дом 5 А",(495) 712-71-11, detsad1796@mail.ru,POINT(37.5778141 55.5393158)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1540, ГБОУ детский сад № 1540,1 540, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 111395, г. Москва, ул. Молдагуловой, д.10Б",(499) 374-51-59, vesnyshki@bk.ru,POINT(37.8056193 55.7255206)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2194, ГБОУ детский сад № 2194,2 194, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117556 г. Москва,Варшавское ш. д.86,к.2",(499) 619-59-59, dou2194@sinergi.ru,POINT(37.6175731 55.6504816)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2629, ГБОУ детский сад № 2629,2 629, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Южное окружное управление образования," 117639 г. Москва, Варшавское ш., д. 106, к. 1",(499) 794-45-36, dou2629@sinergi.ru; detsad2629@yandex.ru,POINT(37.6173277 55.64354969999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 143, ГБОУ детский сад № 143,143, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Восточное окружное управление образования," 107370, г. Москва, Открытое шоссе, д.3",(499) 160-02-97, detsadvao143@yandex.ru,POINT(37.7304719 55.81215950000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2379, ГБОУ детский сад № 2379,2 379, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Северо-Восточное окружное управление образования," 129346, г.Москва, ул. Норильская, д. 6, корпус 1",(495) 474-29-04, doy2379@rambler.ru; doy2379@mail.ru,POINT(37.697648 55.87799200000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 506, ГБОУ детский сад № 506,506, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 121353, г.Москва, Сколковское шоссе, д. 12",(495) 446-33-35, goy1303@yandex.ru,POINT(37.4004189 55.7093711)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2542, ГБОУ д/с № 2542,2 542, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109125, Москва, улица Окская, дом 5, корпус 2",(495) 225-66-92, DOU2542@mail.ru,POINT(37.7559441 55.714146)
 Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 672, ГБОУ детский сад № 672,672, Дошкольное образовательное учреждение, Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей, Бюджетное, Западное окружное управление образования," 119501, г.Москва, ул. Матвеевская, д. 4, корп. 4",(495) 441-01-20, dou672@mail.ru,POINT(37.47233 55.705652)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2681, ГБОУ детский сад № 2681,2 681, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117624, г.Москва, ул.Изюмская, д.55",(499)793-90-54, dou2681@mosuzedu.ru,POINT(37.5633021 55.5443206)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2604, ГБОУ детский сад № 2604,2 604, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Западное окружное управление образования," 119618, г.Москва, ул. Главмосстроя, д. 9, корп. 2",(499) 792-47-72, dou2604@mail.ru,POINT(37.4049719 55.65471239999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1359, ГБОУ детский сад № 1359,1 359, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Центральное окружное управление образования," 119146 г. Москва, ул. 3-ья Фрунзенская, д. 3",(499) 242-01-89, samimarina@yandex.ru,POINT(37.5789016 55.7199415)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1684, ГБОУ Детский сад № 1684,1 684, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125040, г. Москва, 3-я улица Ямского поля, д. 17А",(495) 614-20-11, Pominovaii@mail.ru; ds1684@mail.ru,POINT(37.577527 55.78268)
" Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2695 ""Радость"""," ГБОУ ЦРР - детский сад № 2695 ""Радость""",2 695, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Юго-Западное окружное управление образования," 117209, г.Москва, Перекопская улица, дом 24А",8(495)331-76-11, center2695@mosuzedu.ru,POINT(37.5733283 55.66196009999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2340, ГБОУ детский сад № 2340,2 340, Дошкольное образовательное учреждение, Детский сад компенсирующего вида, Бюджетное, Восточное окружное управление образования," 111673, г. Москва, ул. Салтыковская, д. 5Б",(495) 702-80-30, ds2340@rambler.ru; dsad2340@gmail.com; ibmoleva@gmail.com,POINT(37.8596888 55.7336549)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 819, ГБОУ детский сад № 819,819, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Западное окружное управление образования," 119501, г.Москва, ул. Веерная, д. 34, корп. 3",(495) 441-93-91, www.dou819@yandex.ru,POINT(37.48404 55.711385)
 Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1678, ГБОУ ЦРР - детский сад № 1678,1 678, Дошкольное образовательное учреждение, Центр развития ребенка – детский сад, Бюджетное, Центральное окружное управление образования," 129090 г. Москва, пер. Васнецова, д.2",(495) 684-77-17, detsad1678@gmail.com,POINT(37.6257569 55.7760009)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2419, ГБОУ детский сад № 2419,2 419, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 111558, город Москва Федеративный просп., д. 21 корп.2",(495) 303-06-19, detsad2419@mail.ru,POINT(37.8166266 55.75555199999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 2587, ГБОУ детский сад № 2587,2 587, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Западное окружное управление образования," 117623, г. Москва, улица Старонародная, дом 2, корпус 1",(495) 712-53-72, dou2587@mosuzedu.ru,POINT(37.5755505 55.540901)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 67, ГБОУ детский сад № 67, 67, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Северное окружное управление образования," 125167, г. Москва, улица Острякова, дом 6",(499) 157-35-92, gouds67@mail.ru,POINT(37.5266467 55.79998879999999)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 1040, ГБОУ детский сад № 1040,1 040, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Восточное окружное управление образования," 107150, г. Москва, ул. Ивантеевская, дом 1А",(499) 160-29-80, krasota1040@mail.ru,POINT(37.7171695 55.8227781)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1975, ГБОУ детский сад № 1975,1 975, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Центральное окружное управление образования," 105094 г. Москва, ул. Гольяновская, д. 7, стр.6",(495) 360-83-98, dc1975cou@mail.ru; dc1975@yandex.ru,POINT(37.7103851 55.77648000000001)
 Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 894, ГБОУ детский сад № 894,894, Дошкольное образовательное учреждение, Детский сад комбинированного вида, Бюджетное, Южное окружное управление образования," 115404 г. Москва,Ряжская ул.,д.9",(495) 326-02-01, dou894@sinergi.ru; dou894@mail.ru,POINT(37.6664486 55.5911883)
 Государственное бюджетное образовательное учреждение города Москвы детский сад № 176, ГБОУ детский сад № 176,176, Дошкольное образовательное учреждение, Детский сад, Бюджетное, Юго-Восточное окружное управление образования," 109378, г. Москва, ул. Шумилова, дом 2, к. 2",(499) 175-83-43, dc176@mail.ru,POINT(37.770066 55.7083878)
